protein_a,protein_b,string_id_a,string_id_b,combined_score,nscore,fscore,pscore,ascore,escore,dscore,tscore
PTEN,TP53,9606.ENSP00000361021,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.067,0.748,0.9,0.968
CDKN2A,TP53,9606.ENSP00000418915,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.0,0.874,0.9,0.97
CDKN1A,TP53,9606.ENSP00000384849,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.0,0.925,0.9,0.96
DLG1,GRIA1,9606.ENSP00000345731,9606.ENSP00000428994,0.999,0.0,0.0,0.0,0.063,0.803,0.5,0.995
BAX,BCL2,9606.ENSP00000293288,9606.ENSP00000381185,0.999,0.0,0.0,0.0,0.0,0.991,0.9,0.972
BCL2,TP53,9606.ENSP00000381185,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.103,0.869,0.9,0.999
PRKAA1,PRKAB1,9606.ENSP00000346148,9606.ENSP00000441369,0.999,0.0,0.0,0.0,0.095,0.985,0.9,0.98
KEAP1,NFE2L2,9606.ENSP00000377245,9606.ENSP00000380252,0.999,0.0,0.0,0.0,0.049,0.999,0.9,0.999
FN1,ITGB3,9606.ENSP00000346839,9606.ENSP00000452786,0.999,0.0,0.0,0.0,0.072,0.977,0.9,0.995
BRCA1,TP53,9606.ENSP00000418960,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.067,0.895,0.5,0.999
BRCA1,CHEK2,9606.ENSP00000418960,9606.ENSP00000372023,0.999,0.0,0.0,0.0,0.218,0.842,0.5,0.997
BCL2L1,TP53,9606.ENSP00000365230,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.074,0.986,0.0,0.998
KRAS,RAF1,9606.ENSP00000256078,9606.ENSP00000401888,0.999,0.0,0.0,0.0,0.081,0.947,0.9,0.976
BAX,MCL1,9606.ENSP00000293288,9606.ENSP00000358022,0.999,0.0,0.0,0.0,0.049,0.987,0.9,0.915
BECN1,HMGB1,9606.ENSP00000355231,9606.ENSP00000345347,0.999,0.0,0.0,0.0,0.049,0.628,0.9,0.988
HMGB1,TLR4,9606.ENSP00000345347,9606.ENSP00000363089,0.999,0.0,0.0,0.0,0.078,0.445,0.5,0.998
CACNG2,DLG4,9606.ENSP00000300105,9606.ENSP00000497806,0.999,0.0,0.0,0.0,0.062,0.514,0.54,0.998
RAF1,YWHAZ,9606.ENSP00000401888,9606.ENSP00000379287,0.999,0.0,0.0,0.0,0.119,0.996,0.9,0.961
PRKAA1,PRKAB2,9606.ENSP00000346148,9606.ENSP00000254101,0.999,0.0,0.0,0.0,0.07,0.982,0.9,0.936
PRKAB2,PRKAG2,9606.ENSP00000254101,9606.ENSP00000287878,0.999,0.0,0.0,0.0,0.049,0.941,0.9,0.926
CACNG2,GRIA1,9606.ENSP00000300105,9606.ENSP00000428994,0.999,0.0,0.0,0.0,0.113,0.843,0.72,0.99
MAP2K7,MAPK8IP1,9606.ENSP00000381070,9606.ENSP00000241014,0.999,0.0,0.0,0.0,0.056,0.66,0.9,0.98
MAPK8,MAPK8IP1,9606.ENSP00000378974,9606.ENSP00000241014,0.999,0.0,0.0,0.0,0.058,0.846,0.9,0.992
MAP3K5,TXN,9606.ENSP00000351908,9606.ENSP00000363641,0.999,0.0,0.0,0.0,0.042,0.92,0.9,0.997
CYBB,NCF4,9606.ENSP00000367851,9606.ENSP00000380334,0.999,0.0,0.0,0.0,0.359,0.0,0.9,0.999
FN1,ITGA5,9606.ENSP00000346839,9606.ENSP00000293379,0.999,0.0,0.0,0.0,0.11,0.986,0.9,0.998
ERN1,MAP3K5,9606.ENSP00000401445,9606.ENSP00000351908,0.999,0.0,0.0,0.0,0.069,0.686,0.9,0.988
ITGA5,ITGB3,9606.ENSP00000293379,9606.ENSP00000452786,0.999,0.0,0.0,0.0,0.126,0.659,0.9,0.98
CASP8,FASLG,9606.ENSP00000351273,9606.ENSP00000356694,0.999,0.0,0.0,0.0,0.097,0.836,0.5,0.992
CASP8,FAS,9606.ENSP00000351273,9606.ENSP00000498466,0.999,0.0,0.0,0.0,0.127,0.927,0.9,0.997
HCRT,HCRTR1,9606.ENSP00000293330,9606.ENSP00000384387,0.999,0.0,0.0,0.0,0.119,0.071,0.9,0.999
PRKAA2,PRKAB2,9606.ENSP00000360290,9606.ENSP00000254101,0.999,0.0,0.0,0.0,0.043,0.992,0.9,0.97
CASP9,CYCS,9606.ENSP00000330237,9606.ENSP00000307786,0.999,0.0,0.0,0.0,0.068,0.915,0.9,0.999
DKK1,LRP5,9606.ENSP00000363081,9606.ENSP00000294304,0.999,0.0,0.0,0.0,0.072,0.677,0.9,0.998
HBA1,HBB,9606.ENSP00000322421,9606.ENSP00000494175,0.999,0.0,0.0,0.064,0.999,0.973,0.72,0.903
COL1A1,COL1A2,9606.ENSP00000225964,9606.ENSP00000297268,0.999,0.0,0.0,0.061,0.964,0.649,0.9,0.981
FKBP1A,RYR1,9606.ENSP00000383003,9606.ENSP00000352608,0.999,0.0,0.0,0.0,0.0,0.857,0.72,0.997
FOS,JUNB,9606.ENSP00000306245,9606.ENSP00000303315,0.999,0.0,0.0,0.0,0.809,0.907,0.9,0.995
CALML5,RYR1,9606.ENSP00000369689,9606.ENSP00000352608,0.999,0.0,0.0,0.0,0.06,0.409,0.9,0.989
GP1BA,SELP,9606.ENSP00000329380,9606.ENSP00000263686,0.999,0.0,0.0,0.0,0.393,0.294,0.0,0.998
ABCG5,ABCG8,9606.ENSP00000384513,9606.ENSP00000272286,0.999,0.0,0.0,0.131,0.847,0.971,0.9,0.988
DNMT1,HDAC1,9606.ENSP00000352516,9606.ENSP00000362649,0.999,0.0,0.0,0.0,0.146,0.885,0.8,0.998
OAZ1,ODC1,9606.ENSP00000473381,9606.ENSP00000234111,0.999,0.0,0.0,0.0,0.086,0.961,0.5,0.97
DNMT1,HDAC2,9606.ENSP00000352516,9606.ENSP00000430432,0.999,0.0,0.0,0.0,0.057,0.742,0.8,0.996
AGT,REN,9606.ENSP00000355627,9606.ENSP00000272190,0.999,0.0,0.0,0.0,0.052,0.96,0.75,0.989
CYC1,CYCS,9606.ENSP00000317159,9606.ENSP00000307786,0.999,0.082,0.0,0.287,0.698,0.861,0.621,0.992
APAF1,CYCS,9606.ENSP00000448165,9606.ENSP00000307786,0.999,0.0,0.0,0.0,0.056,0.964,0.9,0.999
CASP1,IL1B,9606.ENSP00000433138,9606.ENSP00000263341,0.999,0.0,0.0,0.0,0.265,0.787,0.9,0.987
IL1B,MYD88,9606.ENSP00000263341,9606.ENSP00000498321,0.999,0.0,0.0,0.0,0.115,0.0,0.5,0.998
HCRT,HCRTR2,9606.ENSP00000293330,9606.ENSP00000477548,0.999,0.0,0.0,0.0,0.052,0.071,0.9,0.996
JAK2,STAT3,9606.ENSP00000371067,9606.ENSP00000264657,0.999,0.0,0.0,0.0,0.107,0.885,0.9,0.999
STAT1,STAT3,9606.ENSP00000354394,9606.ENSP00000264657,0.999,0.0,0.0,0.064,0.192,0.874,0.9,0.982
PKD1,PKD2,9606.ENSP00000262304,9606.ENSP00000237596,0.999,0.0,0.0,0.0,0.045,0.987,0.54,0.993
POLE,POLE4,9606.ENSP00000322570,9606.ENSP00000420176,0.999,0.0,0.0,0.0,0.109,0.965,0.9,0.963
ERN1,HSPA5,9606.ENSP00000401445,9606.ENSP00000324173,0.999,0.0,0.0,0.0,0.057,0.912,0.9,0.999
ATF6,HSPA5,9606.ENSP00000356919,9606.ENSP00000324173,0.999,0.0,0.0,0.0,0.074,0.301,0.9,0.999
AKT1,FOXO1,9606.ENSP00000451828,9606.ENSP00000368880,0.999,0.0,0.0,0.0,0.0,0.881,0.9,0.94
CDC25A,CHEK1,9606.ENSP00000303706,9606.ENSP00000391090,0.999,0.0,0.0,0.0,0.473,0.903,0.9,0.944
HSP90AA1,PPID,9606.ENSP00000335153,9606.ENSP00000303754,0.999,0.0,0.0,0.0,0.443,0.73,0.5,0.996
F10,F2,9606.ENSP00000364709,9606.ENSP00000308541,0.999,0.0,0.0,0.125,0.209,0.93,0.75,0.972
JAK2,STAT5B,9606.ENSP00000371067,9606.ENSP00000293328,0.999,0.0,0.0,0.0,0.144,0.718,0.9,0.997
ATF3,JUN,9606.ENSP00000344352,9606.ENSP00000360266,0.999,0.0,0.0,0.0,0.55,0.931,0.0,0.995
CCNA2,CDK1,9606.ENSP00000481380,9606.ENSP00000378699,0.999,0.0,0.007,0.0,0.993,0.939,0.9,0.998
FOSL2,JUNB,9606.ENSP00000264716,9606.ENSP00000303315,0.999,0.0,0.0,0.0,0.224,0.88,0.9,0.996
FOSL2,JUN,9606.ENSP00000264716,9606.ENSP00000360266,0.999,0.0,0.0,0.0,0.164,0.956,0.9,0.998
HSP90AB1,PPID,9606.ENSP00000360609,9606.ENSP00000303754,0.999,0.0,0.0,0.0,0.443,0.643,0.5,0.996
F2,THBD,9606.ENSP00000308541,9606.ENSP00000366307,0.999,0.0,0.0,0.0,0.0,0.967,0.9,0.927
MAPK8,MAPK9,9606.ENSP00000378974,9606.ENSP00000394560,0.999,0.0,0.0,0.05,0.082,0.994,0.9,0.55
ABL1,CRK,9606.ENSP00000361423,9606.ENSP00000300574,0.999,0.0,0.0,0.0,0.056,0.986,0.9,0.953
CDKN1A,PCNA,9606.ENSP00000384849,9606.ENSP00000368458,0.999,0.0,0.0,0.0,0.104,0.999,0.9,0.249
IKBKB,TNFRSF1A,9606.ENSP00000430684,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.11,0.994,0.9,0.848
CASP8,TNF,9606.ENSP00000351273,9606.ENSP00000398698,0.999,0.0,0.0,0.0,0.101,0.994,0.0,0.928
CASP1,CASP8,9606.ENSP00000433138,9606.ENSP00000351273,0.999,0.0,0.0,0.0,0.152,0.544,0.9,0.986
TAC1,TACR1,9606.ENSP00000321106,9606.ENSP00000303522,0.999,0.0,0.0,0.0,0.0,0.994,0.9,0.999
SRC,STAT3,9606.ENSP00000362680,9606.ENSP00000264657,0.999,0.0,0.0,0.0,0.091,0.841,0.9,0.996
DRD2,SLC6A3,9606.ENSP00000354859,9606.ENSP00000270349,0.999,0.0,0.0,0.0,0.054,0.38,0.9,0.995
BIRC2,TNFRSF1A,9606.ENSP00000477613,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.0,0.994,0.9,0.995
TNF,TNFRSF1A,9606.ENSP00000398698,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.044,0.999,0.9,0.999
ATR,CHEK1,9606.ENSP00000343741,9606.ENSP00000391090,0.999,0.0,0.0,0.0,0.059,0.974,0.9,0.947
CHUK,TNFRSF1A,9606.ENSP00000359424,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.086,0.994,0.5,0.852
RIPK1,TNFRSF1A,9606.ENSP00000259808,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.111,0.994,0.9,0.997
TNFRSF1A,TRAF2,9606.ENSP00000162749,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.0,0.994,0.9,0.992
BIRC3,TNFRSF1A,9606.ENSP00000263464,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.0,0.994,0.9,0.924
FAS,TNFRSF1A,9606.ENSP00000498466,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.056,0.448,0.9,0.994
MAP3K7,TNFRSF1A,9606.ENSP00000358335,9606.ENSP00000162749,0.999,0.0,0.0,0.0,0.067,0.994,0.5,0.679
COX5A,CYC1,9606.ENSP00000317780,9606.ENSP00000317159,0.999,0.0,0.0,0.0,0.892,0.992,0.602,0.577
BAK1,BCL2,9606.ENSP00000363591,9606.ENSP00000381185,0.999,0.0,0.0,0.0,0.0,0.788,0.9,0.969
AXIN2,GSK3B,9606.ENSP00000302625,9606.ENSP00000324806,0.999,0.0,0.0,0.0,0.06,0.921,0.9,0.996
MAP3K7,TNF,9606.ENSP00000358335,9606.ENSP00000398698,0.999,0.0,0.0,0.0,0.055,0.994,0.5,0.787
RIPK1,TRAF2,9606.ENSP00000259808,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.075,0.994,0.9,0.994
COX5B,CYC1,9606.ENSP00000258424,9606.ENSP00000317159,0.999,0.0,0.0,0.0,0.927,0.991,0.634,0.549
TNF,TRAF2,9606.ENSP00000398698,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.069,0.994,0.5,0.917
COX5B,COX6B1,9606.ENSP00000258424,9606.ENSP00000466818,0.999,0.0,0.0,0.0,0.92,0.974,0.876,0.967
IDE,INS,9606.ENSP00000265986,9606.ENSP00000380432,0.999,0.0,0.0,0.0,0.0,0.971,0.75,0.967
CTNNB1,HNF4A,9606.ENSP00000495360,9606.ENSP00000312987,0.999,0.0,0.0,0.0,0.0,0.601,0.0,0.999
GRIN1,GRIN2D,9606.ENSP00000360608,9606.ENSP00000263269,0.999,0.0,0.0,0.0,0.188,0.98,0.9,0.989
COX6C,COX7B,9606.ENSP00000429707,9606.ENSP00000497474,0.999,0.0,0.0,0.0,0.756,0.952,0.8,0.961
HSP90AA1,NOS3,9606.ENSP00000335153,9606.ENSP00000297494,0.999,0.0,0.0,0.0,0.0,0.789,0.8,0.992
CAV1,NOS3,9606.ENSP00000339191,9606.ENSP00000297494,0.999,0.0,0.0,0.0,0.044,0.736,0.8,0.995
MAP3K7,TRAF6,9606.ENSP00000358335,9606.ENSP00000433623,0.999,0.0,0.0,0.0,0.067,0.992,0.9,0.997
GRIN1,GRIN2B,9606.ENSP00000360608,9606.ENSP00000477455,0.999,0.0,0.0,0.0,0.262,0.997,0.9,0.988
MAP3K7,MYD88,9606.ENSP00000358335,9606.ENSP00000498321,0.999,0.0,0.0,0.0,0.086,0.96,0.9,0.965
S100A13,SYT1,9606.ENSP00000392767,9606.ENSP00000261205,0.999,0.0,0.0,0.0,0.0,0.948,0.0,0.982
COX6B1,COX6C,9606.ENSP00000466818,9606.ENSP00000429707,0.999,0.0,0.0,0.0,0.738,0.963,0.8,0.913
COX5B,COX6C,9606.ENSP00000258424,9606.ENSP00000429707,0.999,0.0,0.0,0.0,0.91,0.876,0.935,0.99
NANOG,POU5F1,9606.ENSP00000229307,9606.ENSP00000259915,0.999,0.0,0.0,0.0,0.353,0.582,0.9,0.999
GRIN2A,GRIN3A,9606.ENSP00000332549,9606.ENSP00000355155,0.999,0.0,0.0,0.0,0.054,0.292,0.9,0.988
NFKB2,RELA,9606.ENSP00000358983,9606.ENSP00000384273,0.999,0.0,0.0,0.0,0.247,0.861,0.9,0.986
ATF2,JUN,9606.ENSP00000264110,9606.ENSP00000360266,0.999,0.0,0.0,0.0,0.061,0.993,0.9,0.989
MAP3K5,TRAF2,9606.ENSP00000351908,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.055,0.881,0.9,0.993
NGF,NTRK1,9606.ENSP00000358525,9606.ENSP00000431418,0.999,0.0,0.0,0.0,0.0,0.983,0.9,0.999
GRIN1,GRIN2A,9606.ENSP00000360608,9606.ENSP00000332549,0.999,0.0,0.0,0.0,0.199,0.996,0.9,0.989
GRIN2A,GRIN2B,9606.ENSP00000332549,9606.ENSP00000477455,0.999,0.0,0.0,0.0,0.204,0.91,0.9,0.983
DLG4,GRIN2A,9606.ENSP00000497806,9606.ENSP00000332549,0.999,0.0,0.0,0.0,0.083,0.908,0.9,0.998
COX5B,COX6A2,9606.ENSP00000258424,9606.ENSP00000287490,0.999,0.0,0.0,0.0,0.829,0.986,0.744,0.923
BIRC3,TRAF2,9606.ENSP00000263464,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.067,0.991,0.9,0.99
ERN1,TRAF2,9606.ENSP00000401445,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.055,0.807,0.9,0.993
BIRC2,TRAF2,9606.ENSP00000477613,9606.ENSP00000247668,0.999,0.0,0.0,0.0,0.0,0.993,0.9,0.993
IKBKB,TRAF6,9606.ENSP00000430684,9606.ENSP00000433623,0.999,0.0,0.0,0.0,0.129,0.597,0.9,0.995
COX5A,COX5B,9606.ENSP00000317780,9606.ENSP00000258424,0.999,0.0,0.0,0.0,0.978,0.995,0.959,0.987
COX5B,COX7B,9606.ENSP00000258424,9606.ENSP00000497474,0.999,0.0,0.0,0.0,0.675,0.899,0.8,0.969
APP,BACE1,9606.ENSP00000284981,9606.ENSP00000318585,0.999,0.0,0.0,0.0,0.073,0.86,0.75,0.999
NANOG,SOX2,9606.ENSP00000229307,9606.ENSP00000323588,0.999,0.0,0.0,0.0,0.139,0.402,0.9,0.999
NDUFV2,NDUFV3,9606.ENSP00000327268,9606.ENSP00000346196,0.999,0.0,0.0,0.0,0.165,0.999,0.967,0.973
BRCA1,MYC,9606.ENSP00000418960,9606.ENSP00000478887,0.999,0.0,0.0,0.0,0.049,0.825,0.0,0.995
MDM2,TP53,9606.ENSP00000258149,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.116,0.999,0.9,0.999
NR1H3,RXRA,9606.ENSP00000477707,9606.ENSP00000419692,0.999,0.0,0.0,0.0,0.11,0.986,0.9,0.812
NR1H4,RXRA,9606.ENSP00000447149,9606.ENSP00000419692,0.999,0.0,0.0,0.0,0.103,0.973,0.5,0.987
CDKN2A,MDM2,9606.ENSP00000418915,9606.ENSP00000258149,0.999,0.0,0.0,0.0,0.068,0.992,0.9,0.999
CACNA1C,CALML3,9606.ENSP00000266376,9606.ENSP00000315299,0.999,0.0,0.0,0.0,0.0,0.423,0.9,0.99
CACNA1C,CACNB2,9606.ENSP00000266376,9606.ENSP00000320025,0.999,0.0,0.0,0.0,0.162,0.887,0.72,0.986
ATM,ATR,9606.ENSP00000278616,9606.ENSP00000343741,0.999,0.0,0.0,0.0,0.213,0.974,0.9,0.745
SCN1B,SCN2B,9606.ENSP00000396915,9606.ENSP00000278947,0.999,0.0,0.0,0.223,0.109,0.856,0.72,0.985
CALR,CANX,9606.ENSP00000320866,9606.ENSP00000247461,0.999,0.0,0.0,0.0,0.554,0.491,0.9,0.988
AKT1,MDM2,9606.ENSP00000451828,9606.ENSP00000258149,0.999,0.0,0.0,0.0,0.0,0.891,0.9,0.98
CCR7,CXCL13,9606.ENSP00000246657,9606.ENSP00000286758,0.999,0.0,0.0,0.0,0.233,0.0,0.65,0.997
CACNA1C,CALML5,9606.ENSP00000266376,9606.ENSP00000369689,0.999,0.0,0.0,0.0,0.0,0.423,0.9,0.99
CACNA1C,CALM3,9606.ENSP00000266376,9606.ENSP00000291295,0.999,0.0,0.0,0.0,0.0,0.989,0.9,0.994
MDM2,RB1,9606.ENSP00000258149,9606.ENSP00000267163,0.999,0.0,0.0,0.0,0.042,0.889,0.9,0.925
TNFRSF11B,TNFSF11,9606.ENSP00000297350,9606.ENSP00000381775,0.999,0.0,0.0,0.0,0.062,0.963,0.9,0.997
ABCC9,KCNJ8,9606.ENSP00000261200,9606.ENSP00000499300,0.999,0.0,0.006,0.0,0.286,0.797,0.7,0.991
AR,HSP90AB1,9606.ENSP00000363822,9606.ENSP00000360609,0.999,0.0,0.0,0.0,0.054,0.57,0.9,0.99
NEDD4L,SMAD7,9606.ENSP00000383199,9606.ENSP00000262158,0.999,0.0,0.0,0.0,0.0,0.975,0.9,0.829
AKT1,HSP90AB1,9606.ENSP00000451828,9606.ENSP00000360609,0.999,0.0,0.0,0.0,0.049,0.626,0.9,0.996
CASP7,XIAP,9606.ENSP00000358327,9606.ENSP00000360242,0.999,0.0,0.0,0.0,0.09,0.993,0.9,0.997
NEDD4L,SMAD3,9606.ENSP00000383199,9606.ENSP00000332973,0.999,0.0,0.0,0.0,0.048,0.978,0.5,0.945
CTNNB1,SMAD3,9606.ENSP00000495360,9606.ENSP00000332973,0.999,0.0,0.0,0.0,0.074,0.768,0.8,0.98
GP1BA,VWF,9606.ENSP00000329380,9606.ENSP00000261405,0.999,0.0,0.0,0.0,0.084,0.982,0.9,0.999
PIK3CA,PIK3R1,9606.ENSP00000263967,9606.ENSP00000428056,0.999,0.0,0.0,0.0,0.156,0.997,0.967,0.998
CALML5,NOS3,9606.ENSP00000369689,9606.ENSP00000297494,0.999,0.0,0.0,0.0,0.0,0.066,0.9,0.996
ABCC9,KCNJ11,9606.ENSP00000261200,9606.ENSP00000345708,0.999,0.0,0.024,0.0,0.106,0.868,0.9,0.977
EGFR,PIK3CA,9606.ENSP00000275493,9606.ENSP00000263967,0.999,0.0,0.0,0.0,0.0,0.79,0.9,0.976
SELP,VWF,9606.ENSP00000263686,9606.ENSP00000261405,0.999,0.0,0.0,0.0,0.341,0.0,0.0,0.999
CALML3,NOS3,9606.ENSP00000315299,9606.ENSP00000297494,0.999,0.0,0.0,0.0,0.0,0.066,0.9,0.996
CALML3,RYR2,9606.ENSP00000315299,9606.ENSP00000355533,0.999,0.0,0.0,0.0,0.0,0.409,0.9,0.993
CALML3,RYR1,9606.ENSP00000315299,9606.ENSP00000352608,0.999,0.0,0.0,0.0,0.047,0.409,0.9,0.989
FAS,FASLG,9606.ENSP00000498466,9606.ENSP00000356694,0.999,0.0,0.0,0.0,0.056,0.874,0.9,0.999
DNMT1,DNMT3B,9606.ENSP00000352516,9606.ENSP00000328547,0.999,0.0,0.0,0.0,0.095,0.837,0.9,0.999
DNMT3B,HDAC1,9606.ENSP00000328547,9606.ENSP00000362649,0.999,0.0,0.0,0.0,0.06,0.737,0.8,0.992
GRIA2,GRIA4,9606.ENSP00000296526,9606.ENSP00000282499,0.999,0.0,0.0,0.048,0.192,0.84,0.72,0.982
CASP9,XIAP,9606.ENSP00000330237,9606.ENSP00000360242,0.999,0.0,0.0,0.0,0.085,0.997,0.9,0.998
CCL8,CXCL10,9606.ENSP00000378118,9606.ENSP00000305651,0.999,0.0,0.0,0.0,0.688,0.994,0.0,0.807
CCND1,CDKN1B,9606.ENSP00000227507,9606.ENSP00000228872,0.999,0.0,0.0,0.0,0.098,0.991,0.9,0.992
CCND1,CDK2,9606.ENSP00000227507,9606.ENSP00000266970,0.999,0.0,0.0,0.0,0.135,0.901,0.8,0.998
LY96,MYD88,9606.ENSP00000284818,9606.ENSP00000498321,0.999,0.0,0.0,0.0,0.148,0.0,0.9,0.992
CHUK,TRAF6,9606.ENSP00000359424,9606.ENSP00000433623,0.999,0.0,0.0,0.0,0.131,0.328,0.9,0.997
CHUK,IKBKB,9606.ENSP00000359424,9606.ENSP00000430684,0.999,0.0,0.0,0.068,0.06,0.994,0.9,0.983
CHUK,TNF,9606.ENSP00000359424,9606.ENSP00000398698,0.999,0.0,0.0,0.0,0.067,0.994,0.5,0.837
MTOR,RPS6KB1,9606.ENSP00000354558,9606.ENSP00000225577,0.999,0.0,0.0,0.0,0.049,0.995,0.9,0.977
CHUK,RELA,9606.ENSP00000359424,9606.ENSP00000384273,0.999,0.0,0.0,0.0,0.057,0.88,0.9,0.968
BIRC2,CASP9,9606.ENSP00000477613,9606.ENSP00000330237,0.999,0.0,0.0,0.0,0.074,0.911,0.9,0.911
EGF,ERBB2,9606.ENSP00000265171,9606.ENSP00000269571,0.999,0.0,0.0,0.0,0.128,0.314,0.9,0.998
EGF,EGFR,9606.ENSP00000265171,9606.ENSP00000275493,0.999,0.0,0.0,0.0,0.128,0.999,0.9,0.999
EGF,ERBB3,9606.ENSP00000265171,9606.ENSP00000267101,0.999,0.0,0.0,0.0,0.128,0.314,0.9,0.998
SMAD2,SMAD3,9606.ENSP00000262160,9606.ENSP00000332973,0.999,0.0,0.0,0.048,0.167,0.911,0.9,0.982
ABCC8,KCNJ8,9606.ENSP00000494321,9606.ENSP00000499300,0.999,0.0,0.009,0.0,0.137,0.602,0.7,0.998
HIF1A,HIF1AN,9606.ENSP00000437955,9606.ENSP00000299163,0.999,0.0,0.0,0.0,0.049,0.991,0.75,0.931
CCL2,CCL8,9606.ENSP00000225831,9606.ENSP00000378118,0.999,0.0,0.0,0.052,0.781,0.994,0.0,0.869
CD40,CD80,9606.ENSP00000361359,9606.ENSP00000264246,0.999,0.0,0.0,0.0,0.258,0.0,0.0,0.999
CTNNB1,POU5F1,9606.ENSP00000495360,9606.ENSP00000259915,0.999,0.0,0.0,0.0,0.0,0.525,0.8,0.991
HSP90AB1,TOMM70,9606.ENSP00000360609,9606.ENSP00000284320,0.999,0.0,0.0,0.0,0.164,0.585,0.5,0.995
HSP90AA1,TOMM70,9606.ENSP00000335153,9606.ENSP00000284320,0.999,0.0,0.0,0.0,0.135,0.772,0.5,0.994
TBK1,TRAF6,9606.ENSP00000329967,9606.ENSP00000433623,0.999,0.0,0.0,0.0,0.194,0.994,0.5,0.956
AURKB,BIRC5,9606.ENSP00000313950,9606.ENSP00000301633,0.999,0.0,0.0,0.0,0.764,0.944,0.8,0.996
POU5F1,SOX2,9606.ENSP00000259915,9606.ENSP00000323588,0.999,0.0,0.0,0.0,0.134,0.983,0.9,0.999
CD274,CD80,9606.ENSP00000370989,9606.ENSP00000264246,0.999,0.0,0.0,0.0,0.215,0.982,0.9,0.989
CCND1,CDK4,9606.ENSP00000227507,9606.ENSP00000257904,0.999,0.0,0.0,0.0,0.131,0.999,0.9,0.999
MMP1,TIMP1,9606.ENSP00000322788,9606.ENSP00000218388,0.999,0.0,0.0,0.0,0.123,0.935,0.4,0.984
MMP3,TIMP1,9606.ENSP00000299855,9606.ENSP00000218388,0.999,0.0,0.0,0.0,0.115,0.952,0.4,0.998
CCND1,CDKN1A,9606.ENSP00000227507,9606.ENSP00000384849,0.999,0.0,0.0,0.0,0.118,0.996,0.9,0.995
MMP9,TIMP1,9606.ENSP00000361405,9606.ENSP00000218388,0.999,0.0,0.0,0.0,0.075,0.572,0.9,0.999
CD40,CD40LG,9606.ENSP00000361359,9606.ENSP00000359663,0.999,0.0,0.0,0.0,0.058,0.948,0.9,0.999
CDH5,CTNNB1,9606.ENSP00000497290,9606.ENSP00000495360,0.999,0.0,0.0,0.0,0.0,0.886,0.9,0.995
APAF1,CASP9,9606.ENSP00000448165,9606.ENSP00000330237,0.999,0.0,0.0,0.0,0.082,0.994,0.9,0.999
JUN,MAPK9,9606.ENSP00000360266,9606.ENSP00000394560,0.999,0.0,0.0,0.0,0.0,0.964,0.9,0.988
FEN1,PCNA,9606.ENSP00000305480,9606.ENSP00000368458,0.999,0.042,0.0,0.0,0.776,0.999,0.5,0.505
FOXO1,SIRT1,9606.ENSP00000368880,9606.ENSP00000212015,0.999,0.0,0.0,0.0,0.109,0.816,0.9,0.984
CD80,CD86,9606.ENSP00000264246,9606.ENSP00000332049,0.999,0.0,0.0,0.0,0.262,0.393,0.9,0.989
HNF4A,LEF1,9606.ENSP00000312987,9606.ENSP00000265165,0.999,0.0,0.0,0.0,0.0,0.051,0.0,0.999
GCLC,GCLM,9606.ENSP00000497574,9606.ENSP00000359258,0.999,0.0,0.0,0.0,0.238,0.871,0.967,0.999
IRAK1,MYD88,9606.ENSP00000358997,9606.ENSP00000498321,0.999,0.0,0.0,0.0,0.118,0.951,0.9,0.999
CHUK,IRAK1,9606.ENSP00000359424,9606.ENSP00000358997,0.999,0.0,0.0,0.0,0.073,0.51,0.9,0.983
SIRT1,TP53,9606.ENSP00000212015,9606.ENSP00000269305,0.999,0.0,0.0,0.0,0.0,0.886,0.9,0.99
CALCA,CALCR,9606.ENSP00000331746,9606.ENSP00000352561,0.999,0.0,0.0,0.0,0.042,0.901,0.9,0.926
F2,FGB,9606.ENSP00000308541,9606.ENSP00000306099,0.999,0.0,0.0,0.0,0.768,0.9,0.9,0.836
PPARGC1A,SIRT1,9606.ENSP00000264867,9606.ENSP00000212015,0.999,0.0,0.0,0.0,0.055,0.499,0.9,0.998
FOXO3,SIRT1,9606.ENSP00000339527,9606.ENSP00000212015,0.999,0.0,0.0,0.0,0.06,0.774,0.9,0.964
